20250808001357,21.80,59.40
20250808001407,21.80,59.50
20250808001417,21.80,59.40
20250808001427,21.80,59.50
20250808001437,21.80,60.70
20250808001447,21.80,60.40
20250808001457,21.90,60.00
20250808001507,21.90,59.60
20250808001517,21.90,59.50
20250808001527,21.90,59.40
20250808001537,21.90,59.30
20250808001547,21.90,59.30
20250808001557,21.80,59.40
20250808001607,21.80,59.60
20250808001617,21.80,59.40
20250808001627,21.80,59.60
20250808001637,21.80,59.60
20250808001647,21.80,59.50
20250808001657,21.80,59.30
20250808001707,21.70,59.60
20250808001717,21.70,59.70
20250808001727,21.70,60.00
20250808001737,21.70,59.90
20250808001747,21.70,59.60
20250808001757,21.70,59.50
20250808001807,21.70,59.60
20250808001817,21.70,59.40
20250808001827,21.60,59.40
20250808001837,21.60,59.70
20250808001847,21.60,59.70
20250808001857,21.60,59.60
20250808001907,21.60,59.60
20250808001917,21.60,60.50
20250808001927,21.60,60.30
20250808001937,21.60,59.90
20250808001947,21.60,59.60
20250808001957,21.60,59.70
20250808002007,21.60,59.70
20250808002017,21.60,59.70
20250808002027,21.50,59.60
20250808002037,21.60,59.50
20250808002047,21.60,59.50
20250808002057,21.60,59.70
20250808002107,21.60,59.60
20250808002117,21.60,59.80
20250808002127,21.60,59.80
20250808002137,21.50,60.80
